Store,Date,Time,Dept,Family,Item_No,SalesQty,Price,SalesValue,Sales_Status,Sales_number
T1,08/07/2009,11,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/07/2009,11,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/07/2009,11,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/07/2009,12,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/07/2009,12,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/07/2009,13,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/07/2009,13,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/07/2009,14,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/07/2009,14,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/07/2009,14,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/07/2009,15,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/07/2009,15,BA,鹼性4號電池,266,2,69,138,P,2
T1,08/07/2009,15,BA,鹼性4號電池,080,8,74,592,P,5
T1,08/07/2009,15,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/07/2009,16,BA,鹼性4號電池,834,6,113,678,N,6
T1,08/07/2009,16,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/07/2009,16,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/07/2009,16,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/07/2009,17,BA,鹼性4號電池,834,9,100,900,N,7
T1,08/07/2009,17,BA,鹼性4號電池,266,4,52,208,P,2
T1,08/07/2009,17,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/07/2009,18,BA,鹼性4號電池,834,6,113,678,N,6
T1,08/07/2009,18,BA,鹼性4號電池,080,4,64,256,P,2
T1,08/07/2009,18,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/07/2009,19,BA,鹼性4號電池,834,7,97,679,N,5
T1,08/07/2009,19,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/07/2009,19,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/07/2009,19,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/07/2009,20,BA,鹼性4號電池,834,5,113,565,N,5
T1,08/07/2009,21,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/07/2009,21,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/07/2009,21,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/07/2009,22,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/07/2009,22,BA,鹼性4號電池,266,3,46,138,P,1
T1,08/07/2009,22,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/07/2009,22,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/07/2009,22,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/07/2009,23,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/08/2009,09,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/08/2009,09,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/08/2009,10,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/08/2009,11,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/08/2009,11,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/08/2009,12,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/08/2009,12,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/08/2009,12,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/08/2009,12,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/08/2009,13,BA,鹼性4號電池,834,5,113,565,N,5
T1,08/08/2009,13,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/08/2009,14,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/08/2009,14,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/08/2009,14,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/08/2009,14,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/08/2009,14,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/08/2009,15,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/08/2009,15,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/08/2009,15,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/08/2009,16,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/08/2009,16,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/08/2009,16,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/08/2009,16,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/08/2009,17,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/08/2009,17,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/08/2009,18,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/08/2009,18,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/08/2009,19,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/08/2009,20,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/08/2009,20,BA,鹼性4號電池,266,2,69,138,P,2
T1,08/08/2009,21,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/08/2009,21,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/08/2009,21,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/08/2009,22,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/08/2009,22,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/08/2009,23,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/08/2009,23,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/09/2009,09,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/09/2009,10,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/09/2009,11,BA,鹼性4號電池,834,5,90,450,N,3
T1,08/09/2009,12,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/09/2009,13,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/09/2009,13,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/09/2009,13,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/09/2009,14,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/09/2009,14,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/09/2009,14,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/09/2009,15,BA,鹼性4號電池,834,5,113,565,N,5
T1,08/09/2009,15,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/09/2009,15,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/09/2009,16,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/09/2009,16,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/09/2009,16,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/09/2009,16,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/09/2009,17,BA,鹼性4號電池,834,8,99,792,N,6
T1,08/09/2009,17,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/09/2009,17,BA,鹼性4號電池,624,3,93,279,N,1
T1,08/09/2009,17,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/09/2009,18,BA,鹼性4號電池,834,9,100,900,N,7
T1,08/09/2009,18,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/09/2009,19,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/09/2009,20,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/09/2009,20,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/09/2009,21,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/09/2009,21,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/09/2009,22,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/10/2009,11,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/10/2009,12,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/10/2009,12,BA,鹼性4號電池,266,3,69,207,P,3
T1,08/10/2009,12,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/10/2009,13,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/10/2009,14,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/10/2009,15,BA,鹼性4號電池,834,7,97,679,N,4
T1,08/10/2009,15,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/10/2009,15,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/10/2009,16,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/10/2009,17,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/10/2009,17,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/10/2009,18,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/10/2009,18,BA,鹼性4號電池,266,2,69,138,P,2
T1,08/10/2009,18,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/10/2009,19,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/10/2009,19,BA,鹼性4號電池,266,2,69,138,P,2
T1,08/10/2009,20,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/10/2009,20,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/10/2009,20,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/10/2009,21,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/10/2009,21,BA,鹼性4號電池,266,4,52,208,P,2
T1,08/10/2009,21,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/10/2009,22,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/10/2009,22,BA,鹼性4號電池,266,3,46,138,P,1
T1,08/10/2009,22,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/10/2009,23,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/11/2009,10,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/11/2009,12,BA,鹼性4號電池,834,4,85,340,N,1
T1,08/11/2009,12,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/11/2009,12,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/11/2009,13,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/11/2009,14,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/11/2009,15,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/11/2009,15,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/11/2009,15,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/11/2009,15,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/11/2009,15,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/11/2009,16,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/11/2009,16,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/11/2009,18,BA,鹼性4號電池,834,5,113,565,N,5
T1,08/11/2009,18,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/11/2009,19,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/11/2009,19,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/11/2009,20,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/11/2009,20,BA,鹼性4號電池,266,2,69,138,P,2
T1,08/11/2009,20,BA,鹼性4號電池,080,3,85,255,P,3
T1,08/11/2009,20,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/11/2009,21,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/11/2009,21,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/11/2009,21,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/11/2009,22,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/11/2009,22,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/11/2009,22,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/11/2009,23,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/11/2009,23,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/12/2009,09,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/12/2009,11,BA,鹼性4號電池,266,3,46,138,P,1
T1,08/12/2009,12,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/12/2009,13,BA,鹼性4號電池,834,5,113,565,N,5
T1,08/12/2009,13,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/12/2009,14,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/12/2009,15,BA,鹼性4號電池,834,8,99,792,N,6
T1,08/12/2009,16,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/12/2009,16,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/12/2009,17,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/12/2009,18,BA,鹼性4號電池,834,7,97,679,N,5
T1,08/12/2009,18,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/12/2009,20,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/12/2009,20,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/12/2009,20,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/12/2009,21,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/12/2009,21,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/12/2009,21,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/12/2009,22,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/12/2009,22,BA,鹼性4號電池,266,2,69,138,P,2
T1,08/12/2009,23,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/12/2009,23,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/13/2009,10,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/13/2009,12,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/13/2009,13,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/13/2009,13,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/13/2009,13,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/13/2009,14,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/13/2009,14,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/13/2009,15,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/13/2009,15,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/13/2009,16,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/13/2009,16,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/13/2009,17,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/13/2009,17,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/13/2009,17,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/13/2009,18,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/13/2009,18,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/13/2009,18,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/13/2009,19,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/13/2009,19,BA,鹼性4號電池,456,2,75,150,N,2
T1,08/13/2009,20,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/13/2009,21,BA,鹼性4號電池,428,1,85,85,P,1
T1,08/13/2009,22,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/13/2009,22,BA,鹼性4號電池,080,3,85,255,P,3
T1,08/13/2009,22,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/14/2009,09,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/14/2009,10,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/14/2009,10,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/14/2009,11,BA,鹼性4號電池,266,3,46,138,P,1
T1,08/14/2009,11,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/14/2009,12,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/14/2009,12,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/14/2009,13,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/14/2009,13,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/14/2009,14,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/14/2009,14,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/14/2009,15,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/14/2009,16,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/14/2009,16,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/14/2009,16,BA,鹼性4號電池,428,1,85,85,P,1
T1,08/14/2009,17,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/14/2009,17,BA,鹼性4號電池,428,1,85,85,P,1
T1,08/14/2009,18,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/14/2009,18,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/14/2009,18,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/14/2009,19,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/14/2009,19,BA,鹼性4號電池,266,1,69,69,P,1
T1,08/14/2009,20,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/14/2009,20,BA,鹼性4號電池,266,2,69,138,P,2
T1,08/14/2009,20,BA,鹼性4號電池,624,2,139,278,N,2
T1,08/14/2009,20,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/14/2009,21,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/14/2009,21,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/14/2009,21,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/14/2009,22,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/14/2009,23,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/14/2009,23,BA,鹼性4號電池,266,2,69,138,P,2
T1,08/14/2009,23,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/14/2009,23,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/15/2009,01,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/15/2009,01,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/15/2009,10,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/15/2009,10,BA,鹼性4號電池,080,3,85,255,P,3
T1,08/15/2009,11,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/15/2009,11,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/15/2009,11,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/15/2009,12,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/15/2009,12,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/15/2009,13,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/15/2009,13,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/15/2009,14,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/15/2009,14,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/15/2009,14,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/15/2009,15,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/15/2009,15,BA,鹼性4號電池,080,3,85,255,P,3
T1,08/15/2009,15,BA,鹼性4號電池,428,2,85,170,P,2
T1,08/15/2009,16,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/15/2009,16,BA,鹼性4號電池,266,2,72,144,N,2
T1,08/15/2009,16,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/15/2009,16,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/15/2009,17,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/15/2009,17,BA,鹼性4號電池,266,1,72,72,N,1
T1,08/15/2009,18,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/15/2009,18,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/15/2009,19,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/15/2009,19,BA,鹼性4號電池,266,1,72,72,N,1
T1,08/15/2009,19,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/15/2009,20,BA,鹼性4號電池,834,5,113,565,N,5
T1,08/15/2009,20,BA,鹼性4號電池,266,2,72,144,N,2
T1,08/15/2009,20,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/15/2009,21,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/15/2009,21,BA,鹼性4號電池,266,1,72,72,N,1
T1,08/15/2009,21,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/15/2009,21,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/15/2009,22,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/15/2009,23,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/16/2009,01,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/16/2009,01,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/16/2009,02,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/16/2009,04,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/16/2009,06,BA,鹼性4號電池,428,1,85,85,P,1
T1,08/16/2009,09,BA,鹼性4號電池,266,1,72,72,N,1
T1,08/16/2009,09,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/16/2009,10,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/16/2009,10,BA,鹼性4號電池,650,1,105,105,P,1
T1,08/16/2009,11,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/16/2009,11,BA,鹼性4號電池,266,1,72,72,N,1
T1,08/16/2009,11,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/16/2009,12,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/16/2009,12,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/16/2009,12,BA,鹼性4號電池,650,2,105,210,P,2
T1,08/16/2009,13,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/16/2009,14,BA,鹼性4號電池,834,11,92,1012,N,7
T1,08/16/2009,14,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/16/2009,15,BA,鹼性4號電池,834,6,113,678,N,6
T1,08/16/2009,15,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/16/2009,15,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/16/2009,15,BA,鹼性4號電池,428,1,85,85,P,1
T1,08/16/2009,16,BA,鹼性4號電池,834,12,94,1128,N,8
T1,08/16/2009,16,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/16/2009,16,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/16/2009,17,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/16/2009,17,BA,鹼性4號電池,266,2,72,144,N,2
T1,08/16/2009,17,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/16/2009,18,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/16/2009,18,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/16/2009,18,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/16/2009,19,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/16/2009,19,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/16/2009,19,BA,鹼性4號電池,428,1,85,85,P,1
T1,08/16/2009,20,BA,鹼性4號電池,834,5,113,565,N,5
T1,08/16/2009,20,BA,鹼性4號電池,266,2,72,144,N,2
T1,08/16/2009,20,BA,鹼性4號電池,624,2,139,278,N,2
T1,08/16/2009,21,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/16/2009,21,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/16/2009,22,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/16/2009,22,BA,鹼性4號電池,266,1,72,72,N,1
T1,08/16/2009,22,BA,鹼性4號電池,428,1,85,85,P,1
T1,08/16/2009,23,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/17/2009,01,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/17/2009,02,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/17/2009,03,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/17/2009,04,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/17/2009,06,BA,鹼性4號電池,650,1,149,149,N,1
T1,08/17/2009,10,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/17/2009,10,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/17/2009,11,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/17/2009,11,BA,鹼性4號電池,456,2,75,150,N,2
T1,08/17/2009,12,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/17/2009,13,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/17/2009,13,BA,鹼性4號電池,266,1,72,72,N,1
T1,08/17/2009,13,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/17/2009,14,BA,鹼性4號電池,834,4,85,340,N,2
T1,08/17/2009,14,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/17/2009,15,BA,鹼性4號電池,834,4,85,340,N,2
T1,08/17/2009,16,BA,鹼性4號電池,266,1,72,72,N,1
T1,08/17/2009,17,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/17/2009,17,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/17/2009,17,BA,鹼性4號電池,428,1,85,85,P,1
T1,08/17/2009,18,BA,鹼性4號電池,834,3,75,225,N,3
T1,08/17/2009,19,BA,鹼性4號電池,834,4,113,452,N,4
T1,08/17/2009,19,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/17/2009,20,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/17/2009,20,BA,鹼性4號電池,428,1,85,85,P,1
T1,08/17/2009,21,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/17/2009,21,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/17/2009,22,BA,鹼性4號電池,834,6,94,564,N,3
T1,08/17/2009,22,BA,鹼性4號電池,624,4,104,416,N,1
T1,08/17/2009,22,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/17/2009,22,BA,鹼性4號電池,428,1,85,85,P,1
T1,08/17/2009,23,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/17/2009,23,BA,鹼性4號電池,428,1,85,85,P,1
T1,08/18/2009,09,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/18/2009,11,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/18/2009,12,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/18/2009,13,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/18/2009,13,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/18/2009,14,BA,鹼性4號電池,834,10,90,900,N,4
T1,08/18/2009,14,BA,鹼性4號電池,624,2,139,278,N,2
T1,08/18/2009,14,BA,鹼性4號電池,080,3,57,171,P,1
T1,08/18/2009,14,BA,鹼性4號電池,456,1,75,75,N,1
T1,08/18/2009,15,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/18/2009,16,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/18/2009,16,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/18/2009,16,BA,鹼性4號電池,428,1,85,85,P,1
T1,08/18/2009,17,BA,鹼性4號電池,834,3,113,339,N,3
T1,08/18/2009,17,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/18/2009,17,BA,鹼性4號電池,080,1,85,85,P,1
T1,08/18/2009,18,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/18/2009,19,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/18/2009,20,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/18/2009,21,BA,鹼性4號電池,834,2,113,226,N,2
T1,08/18/2009,21,BA,鹼性4號電池,266,1,72,72,N,1
T1,08/18/2009,21,BA,鹼性4號電池,624,2,139,278,N,2
T1,08/18/2009,21,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/18/2009,21,BA,鹼性4號電池,428,2,85,170,P,2
T1,08/18/2009,22,BA,鹼性4號電池,834,1,113,113,N,1
T1,08/18/2009,22,BA,鹼性4號電池,266,1,72,72,N,1
T1,08/18/2009,22,BA,鹼性4號電池,080,3,57,171,P,1
T1,08/19/2009,11,BA,鹼性4號電池,834,1,113,113,P,1
T1,08/19/2009,11,BA,鹼性4號電池,624,1,139,139,N,1
T1,08/19/2009,11,BA,鹼性4號電池,080,2,85,170,P,2
T1,08/19/2009,13,BA,鹼性4號電池,834,1,113,113,P,1
T1,08/19/2009,13,BA,鹼性4號電池,080,3,57,171,P,1
T1,08/19/2009,14,BA,鹼性4號電池,834,2,113,226,P,2
T1,08/19/2009,15,BA,鹼性4號電池,266,1,72,72,N,1
